,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106212612
1,Senegal,Netherlands,2,3,0.0,3.0,20221106212612
2,Qatar,Senegal,0,1,0.0,3.0,20221106212612
3,Netherlands,Ecuador,2,0,3.0,0.0,20221106212612
4,Ecuador,Senegal,2,3,0.0,3.0,20221106212612
5,Netherlands,Qatar,2,0,3.0,0.0,20221106212612
6,England,Iran,2,1,3.0,0.0,20221106212612
7,USA,Wales,3,1,3.0,0.0,20221106212612
8,Wales,Iran,1,1,1.0,1.0,20221106212612
9,England,USA,2,1,3.0,0.0,20221106212612
10,Iran,USA,0,2,0.0,3.0,20221106212612
11,Wales,England,2,2,1.0,1.0,20221106212612
12,Argentina,Saudi Arabia,3,0,3.0,0.0,20221106212612
13,Mexico,Poland,1,0,3.0,0.0,20221106212612
14,Poland,Saudi Arabia,0,0,1.0,1.0,20221106212612
15,Argentina,Mexico,0,0,1.0,1.0,20221106212612
16,Poland,Argentina,2,2,1.0,1.0,20221106212612
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106212612
18,Denmark,Tunisia,3,0,3.0,0.0,20221106212612
19,France,Australia,3,0,3.0,0.0,20221106212612
20,Tunisia,Australia,3,3,1.0,1.0,20221106212612
21,France,Denmark,1,1,1.0,1.0,20221106212612
22,Australia,Denmark,1,1,1.0,1.0,20221106212612
23,Tunisia,France,0,2,0.0,3.0,20221106212612
24,Germany,Japan,3,2,3.0,0.0,20221106212612
25,Spain,Costa Rica,2,0,3.0,0.0,20221106212612
26,Japan,Costa Rica,2,1,3.0,0.0,20221106212612
27,Spain,Germany,1,1,1.0,1.0,20221106212612
28,Costa Rica,Germany,0,1,0.0,3.0,20221106212612
29,Japan,Spain,0,1,0.0,3.0,20221106212612
30,Morocco,Croatia,0,2,0.0,3.0,20221106212612
31,Belgium,Canada,3,1,3.0,0.0,20221106212612
32,Belgium,Morocco,3,4,0.0,3.0,20221106212612
33,Croatia,Canada,1,0,3.0,0.0,20221106212612
34,Canada,Morocco,0,2,0.0,3.0,20221106212612
35,Croatia,Belgium,1,0,3.0,0.0,20221106212612
36,Switzerland,Cameroon,3,0,3.0,0.0,20221106212612
37,Brazil,Serbia,2,1,3.0,0.0,20221106212612
38,Cameroon,Serbia,2,0,3.0,0.0,20221106212612
39,Brazil,Switzerland,3,3,1.0,1.0,20221106212612
40,Cameroon,Brazil,1,2,0.0,3.0,20221106212612
41,Serbia,Switzerland,3,2,3.0,0.0,20221106212612
42,Uruguay,South Korea,3,3,1.0,1.0,20221106212612
43,Portugal,Ghana,3,0,3.0,0.0,20221106212612
44,South Korea,Ghana,0,0,1.0,1.0,20221106212612
45,Portugal,Uruguay,0,1,0.0,3.0,20221106212612
46,Ghana,Uruguay,1,0,3.0,0.0,20221106212612
47,South Korea,Portugal,3,2,3.0,0.0,20221106212612
